tradition_type,name,slot,description_raw,description_clean
TRADITION_QING_SYNCRETISM_EXPLORATION,Ethnic Stratification II,Tradition,+2 [icon:RADIAL_RESOURCES] [TIP:LOC_PEDIA_CONCEPTS_RESOURCE_CAPACITY_TOOLTIP]Resource Capacity[/TIP] in [TIP:LOC_PEDIA_CONCEPTS_CITIES_TOOLTIP]Cities[/TIP] founded by you.,+2 Resource Capacity in Cities founded by you.
TRADITION_QUINQUEREME_I,Quinquereme I,Tradition,+1 Range for [TIP:LOC_PEDIA_CONCEPTS_NAVAL_UNITS_TOOLTIP]Heavy Naval Units[/TIP]. -1 [icon:YIELD_GOLD] Gold [TIP:LOC_PEDIA_CONCEPTS_MAINTENANCE_TOOLTIP]Maintenance[/TIP] for Naval Units.,+1 Range for Heavy Naval Units. -1 Gold Maintenance for Naval Units.
TRADITION_QUINQUEREME_II,Quinquereme II,Tradition,+1 Range for [TIP:LOC_PEDIA_CONCEPTS_NAVAL_UNITS_TOOLTIP]Heavy Naval Units[/TIP]. -2 [icon:YIELD_GOLD] Gold [TIP:LOC_PEDIA_CONCEPTS_MAINTENANCE_TOOLTIP]Maintenance[/TIP] for Naval Units. +1 [icon:NAR_REW_COMBAT] [TIP:LOC_PEDIA_CONCEPTS_COMBAT_STRENGTH_TOOLTIP]Combat Strength[/TIP] for Naval Units for each [icon:RADIAL_RESOURCES] Unique City [TIP:LOC_PEDIA_CONCEPTS_RESOURCES_TOOLTIP]Resource[/TIP] assigned to your [icon:NOTIFICATION_SELECT_CAPITAL] [TIP:LOC_PEDIA_CONCEPTS_CAPITAL_TOOLTIP]Capital[/TIP].,+1 Range for Heavy Naval Units. -2 Gold Maintenance for Naval Units. +1 Combat Strength for Naval Units for each Unique City Resource assigned to your Capital.
TRADITION_QUIPU,Quipu,Tradition,[TIP:LOC_PEDIA_CONCEPTS_SETTLEMENT_TOOLTIP]Settlements[/TIP] gain +0.5 [icon:YIELD_GOLD] for every Urban [icon:YIELD_POPULATION] Population and +0.5 [icon:YIELD_PRODUCTION] for every Rural [icon:YIELD_POPULATION] Population.,Settlements gain +0.5 Gold for every Urban Population and +0.5 Production for every Rural Population.
TRADITION_QULLARAQASI,Qullarāqāsi,Tradition,+1 [icon:NAR_REW_COMBAT] [TIP:LOC_PEDIA_CONCEPTS_COMBAT_STRENGTH_TOOLTIP]Combat Strength[/TIP] for [TIP:LOC_PEDIA_CONCEPTS_LAND_UNITS_TOOLTIP]Land[/TIP] [TIP:LOC_PEDIA_CONCEPTS_MILITARY_UNIT_TOOLTIP]Military Units[/TIP] for every 2 [TIP:LOC_PEDIA_CONCEPTS_SETTLEMENT_TOOLTIP]Settlements[/TIP] under the [icon:SETTLEMENT_LIMIT] [TIP:LOC_PEDIA_CONCEPTS_SETTLEMENT_LIMIT_TOOLTIP]Settlement Limit[/TIP].,+1 Combat Strength for Land Military Units for every 2 Settlements under the Settlement Limit.
TRADITION_QULLQA_I,Qullqa I,Tradition,[icon:YIELD_CITIES] [TIP:LOC_PEDIA_CONCEPTS_CITIES_TOOLTIP]Cities[/TIP] receive +1 [icon:YIELD_FOOD] for each active [icon:TRADE_ROUTE] [TIP:LOC_PEDIA_CONCEPTS_TRADE_ROUTE_TOOLTIP]Trade Route[/TIP] you started.,Cities receive +1 Food for each active Trade Route you started.
TRADITION_QULLQA_II,Qullqa II,Tradition,[icon:YIELD_CITIES] [TIP:LOC_PEDIA_CONCEPTS_CITIES_TOOLTIP]Cities[/TIP] receive +2 [icon:YIELD_FOOD] for each active [icon:TRADE_ROUTE] [TIP:LOC_PEDIA_CONCEPTS_TRADE_ROUTE_TOOLTIP]Trade Route[/TIP] you started.,Cities receive +2 Food for each active Trade Route you started.
TRADITION_RATIONALISM,Rationalism,Policy,+15% [icon:YIELD_GOLD] and [icon:YIELD_SCIENCE] in your own [icon:YIELD_CITIES] [TIP:LOC_PEDIA_CONCEPTS_CITIES_TOOLTIP]Cities[/TIP] that are converted to your [icon:NAR_REW_RELIGION] [TIP:LOC_PEDIA_CONCEPTS_RELIGION_TOOLTIP]Religion[/TIP].,+15% Gold and Science in your own Cities that are converted to your Religion.
TRADITION_REALPOLITIK_I,Realpolitik I,Tradition,+1 [icon:YIELD_PRODUCTION] in [icon:YIELD_CITIES] [TIP:LOC_PEDIA_CONCEPTS_CITIES_TOOLTIP]Cities[/TIP] for every [icon:PLAYER_RELATIONSHIP_UNFRIENDLY] Unfriendly or [icon:PLAYER_RELATIONSHIP_HOSTILE] Hostile [TIP:LOC_PEDIA_CONCEPTS_RELATIONSHIP_TOOLTIP]Relationship[/TIP] with another Leader.,+1 Production in Cities for every Unfriendly or Hostile Relationship with another Leader.
TRADITION_REALPOLITIK_II,Realpolitik II,Tradition,+2 [icon:YIELD_PRODUCTION] in [icon:YIELD_CITIES] [TIP:LOC_PEDIA_CONCEPTS_CITIES_TOOLTIP]Cities[/TIP] for every [icon:PLAYER_RELATIONSHIP_UNFRIENDLY] Unfriendly or [icon:PLAYER_RELATIONSHIP_HOSTILE] Hostile [TIP:LOC_PEDIA_CONCEPTS_RELATIONSHIP_TOOLTIP]Relationship[/TIP] with another Leader.,+2 Production in Cities for every Unfriendly or Hostile Relationship with another Leader.
TRADITION_REBELLIOUS_COMMANDERS,Rebellious Commanders,Tradition,-1 [icon:YIELD_HAPPINESS] in all [icon:YIELD_CITIES] [TIP:LOC_PEDIA_CONCEPTS_CITIES_TOOLTIP]Cities[/TIP] for each [icon:NAR_REW_PROMOTION] [TIP:LOC_PEDIA_CONCEPTS_PROMOTION]Commander Promotion[/TIP].,-1 Happiness in all Cities for each Commander Promotion.
TRADITION_RECRUITMENT_SHORTFALLS,Recruitment Shortfalls,Tradition,+2 [icon:YIELD_FOOD] in [icon:YIELD_TOWNS] [TIP:LOC_PEDIA_CONCEPTS_TOWN_TOOLTIP]Towns[/TIP] but -15 [icon:Action_Heal] Healing on all Units.,+2 Food in Towns but -15 Healing on all Units.
TRADITION_REGULARS,Regulars,Policy,+30% [icon:YIELD_PRODUCTION] towards training [TIP:LOC_PEDIA_CONCEPTS_INFANTRY_UNITS_TOOLTIP]Infantry[/TIP] and [TIP:LOC_PEDIA_CONCEPTS_RANGED_UNITS_TOOLTIP]Ranged Units[/TIP].,+30% Production towards training Infantry and Ranged Units.
TRADITION_REIDI_GUDANNA,Reiði Guðanna,Tradition,All [icon:CITY_BUILDING_LIST] [TIP:LOC_PEDIA_CONCEPTS_BUILDINGS_TOOLTIP]Buildings[/TIP] gain a +1 [icon:YIELD_CULTURE] Cultural and [icon:YIELD_PRODUCTION] Production Adjacency from Volcanoes and [icon:NOTIFICATION_DISCOVER_NATURAL_WONDER] Natural Wonders. (Natural Wonder Volcanoes do not count twice) +25% [icon:YIELD_GOLD] Gold towards purchasing [icon:ACTION_IMPROVE] Repairs.,All Buildings gain a +1 Culture Cultural and Production Adjacency from Volcanoes and Natural Wonders. (Natural Wonder Volcanoes do not count twice) +25% Gold towards purchasing Repairs.
TRADITION_RELIGIOUS_ESPIONAGE,Schism,Tradition,+50% [icon:YIELD_DIPLOMACY] towards [icon:ESPIONAGE] Convert Settlement [TIP:LOC_PEDIA_CONCEPTS_ESPIONAGE_TOOLTIP]Espionage[/TIP] actions. -4 [icon:YIELD_HAPPINESS] in [TIP:LOC_PEDIA_CONCEPTS_HOMELANDS_TOOLTIP]Homelands[/TIP] [TIP:LOC_PEDIA_CONCEPTS_SETTLEMENT_TOOLTIP]Settlements[/TIP].,+50% Influence towards Espionage Convert Settlement Espionage actions. -4 Happiness in Homelands Settlements.
TRADITION_RELIGIOUS_EXEMPTIONS,Religious Tax Exemptions,Tradition,-2 [icon:YIELD_GOLD] per displayed [icon:NAR_REW_GREATWORK] [TIP:LOC_PEDIA_CONCEPTS_RELIC_TOOLTIP]Relic[/TIP].,-2 Gold per displayed Relic.
TRADITION_RELIGIOUS_MERCHANTS,Jizya,Tradition,+4 [icon:YIELD_GOLD] in [TIP:LOC_PEDIA_CONCEPTS_SETTLEMENT_TOOLTIP]Settlements[/TIP] not following your [icon:NAR_REW_RELIGION] [TIP:LOC_PEDIA_CONCEPTS_RELIGION_TOOLTIP]Religion[/TIP]. -4 [icon:YIELD_HAPPINESS] in [TIP:LOC_PEDIA_CONCEPTS_DISTANT_LANDS_TOOLTIP]Distant Lands[/TIP] [TIP:LOC_PEDIA_CONCEPTS_SETTLEMENT_TOOLTIP]Settlements[/TIP].,+4 Gold in Settlements not following your Religion. -4 Happiness in Distant Lands Settlements.
TRADITION_RELIGIOUS_MOVEMENT,Bhanaka,Tradition,All [icon:UNIT_MISSIONARY] Missionaries in your territory gain +1 [icon:Action_Move] Movement.,All Missionaries in your territory gain +1 Movement.
TRADITION_RELIGIOUS_ORDERS,Religious Orders,Policy,+15% [icon:YIELD_CULTURE] and [icon:YIELD_HAPPINESS] in your own [icon:YIELD_CITIES] [TIP:LOC_PEDIA_CONCEPTS_CITIES_TOOLTIP]Cities[/TIP] that are converted to your [icon:NAR_REW_RELIGION] [TIP:LOC_PEDIA_CONCEPTS_RELIGION_TOOLTIP]Religion[/TIP].,+15% Culture and Happiness in your own Cities that are converted to your Religion.
TRADITION_RELIGIOUS_TOLERANCE,Religious Tolerance,Tradition,+8 [icon:YIELD_HAPPINESS] in [TIP:LOC_PEDIA_CONCEPTS_SETTLEMENT_TOOLTIP]Settlements[/TIP] that do not follow your [icon:NAR_REW_RELIGION] [TIP:LOC_PEDIA_CONCEPTS_RELIGION_TOOLTIP]Religion[/TIP]. -2 Charges on new [icon:UNIT_MISSIONARY] Missionaries.,+8 Happiness in Settlements that do not follow your Religion. -2 Charges on new Missionaries.
TRADITION_RELIGIOUS_ZEAL,Religious Zeal,Tradition,-8 [icon:YIELD_HAPPINESS] in [TIP:LOC_PEDIA_CONCEPTS_SETTLEMENT_TOOLTIP]Settlements[/TIP] that do not follow your [icon:NAR_REW_RELIGION] [TIP:LOC_PEDIA_CONCEPTS_RELIGION_TOOLTIP]Religion[/TIP]. +2 Charges on new [icon:UNIT_MISSIONARY] Missionaries.,-8 Happiness in Settlements that do not follow your Religion. +2 Charges on new Missionaries.
TRADITION_RENAISSANCE,Renaissance,Policy,+10% [icon:YIELD_PRODUCTION] towards constructing [icon:WONDER] [TIP:LOC_PEDIA_CONCEPTS_WONDERS_TOOLTIP]Wonders[/TIP]. +2 [icon:YIELD_CULTURE] on displayed [icon:NAR_REW_GREATWORK] [TIP:LOC_PEDIA_CONCEPTS_GREAT_WORKS_TOOLTIP]Great Works[/TIP].,+10% Production towards constructing Wonders. +2 Culture on displayed Great Works.
TRADITION_REPUBLIC_UNHAPPINESS,Poleis,Tradition,-6 [icon:YIELD_HAPPINESS] in [TIP:LOC_PEDIA_CONCEPTS_SETTLEMENT_TOOLTIP]Settlements[/TIP] more than 9 tiles away from your Palace.,-6 Happiness in Settlements more than 9 tiles away from your Palace.
TRADITION_REPUBLIC_UNREST,LOC_TRADITION_REPUBLIC_UNREST_NAME,Tradition,,
TRADITION_REVOLUTIONARY_TRIBUNAL,Revolutionary Tribunal,Tradition,-2 [icon:SETTLEMENT_LIMIT] [TIP:LOC_PEDIA_CONCEPTS_SETTLEMENT_LIMIT_TOOLTIP]Settlement Limit[/TIP].,-2 Settlement Limit.
TRADITION_RICHES_OF_THE_DUAT,Riches of the Duat,Tradition,"+10% [icon:YIELD_PRODUCTION] towards constructing [icon:WONDER] [TIP:LOC_PEDIA_CONCEPTS_WONDERS_TOOLTIP]Wonders[/TIP], doubled when constructed in [icon:YIELD_CITIES] [TIP:LOC_PEDIA_CONCEPTS_CITIES_TOOLTIP]Cities[/TIP] with City Centers in [icon:CITY_UNIMPROVED] Desert Terrain. +2 [icon:YIELD_PRODUCTION] on [icon:WONDER] [TIP:LOC_PEDIA_CONCEPTS_WONDERS_TOOLTIP]Wonders[/TIP] on Desert.","+10% Production towards constructing Wonders, doubled when constructed in Cities with City Centers in Desert Terrain. +2 Production on Wonders on Desert."
TRADITION_RITES_AND_RITUALS,Rites and Rituals,Policy,+2 [icon:YIELD_HAPPINESS] in all [TIP:LOC_PEDIA_CONCEPTS_SETTLEMENT_TOOLTIP]Settlements[/TIP].,+2 Happiness in all Settlements.
TRADITION_ROBBER_BARON_I,Robber Baron I,Tradition,+1 [icon:YIELD_DIPLOMACY] in the [icon:NOTIFICATION_SELECT_CAPITAL] [TIP:LOC_PEDIA_CONCEPTS_CAPITAL_TOOLTIP]Capital[/TIP] for every [icon:RADIAL_RESOURCES] [TIP:LOC_PEDIA_CONCEPTS_RESOURCES_TOOLTIP]Resource[/TIP] assigned to it.,+1 Influence in the Capital for every Resource assigned to it.
TRADITION_ROBBER_BARON_II,Robber Baron II,Tradition,+1 [icon:YIELD_DIPLOMACY] in [icon:YIELD_CITIES] [TIP:LOC_PEDIA_CONCEPTS_CITIES_TOOLTIP]Cities[/TIP] for every [icon:RADIAL_RESOURCES] [TIP:LOC_PEDIA_CONCEPTS_RESOURCES_TOOLTIP]Resource[/TIP] assigned to them.,+1 Influence in Cities for every Resource assigned to them.
TRADITION_ROBESPIERRE_REIGN_OF_TERROR,Reign of Terror,Tradition,"+3 [icon:YIELD_CULTURE] on [icon:CITY_UNIQUE_QUARTER] [TIP:LOC_PEDIA_CONCEPTS_DISTRICT_TOOLTIP]Quarters[/TIP], but -25% [icon:GROWTH_RATE] [TIP:LOC_PEDIA_CONCEPTS_GROWTH_RATE_TOOLTIP]Growth Rate[/TIP] in [icon:YIELD_CITIES] [TIP:LOC_PEDIA_CONCEPTS_CITIES_TOOLTIP]Cities[/TIP].","+3 Culture on Quarters, but -25% Growth Rate in Cities."
TRADITION_ROME_SYNCRETISM_EXPLORATION,Limitanei I,Tradition,+1 [icon:NAR_REW_COMBAT] [TIP:LOC_PEDIA_CONCEPTS_COMBAT_STRENGTH_TOOLTIP]Combat Strength[/TIP] for Infantry Units for every [icon:TRADITION] [TIP:LOC_PEDIA_CONCEPTS_TRADITION_TOOLTIP]Tradition[/TIP] slotted in the [icon:GOVERNMENT] Government.,+1 Combat Strength for Infantry Units for every Tradition slotted in the Government.
TRADITION_ROME_SYNCRETISM_MODERN,Limitanei II,Tradition,+1 [icon:NAR_REW_COMBAT] [TIP:LOC_PEDIA_CONCEPTS_COMBAT_STRENGTH_TOOLTIP]Combat Strength[/TIP] for Infantry Units for every [icon:TRADITION] [TIP:LOC_PEDIA_CONCEPTS_TRADITION_TOOLTIP]Tradition[/TIP] slotted in the [icon:GOVERNMENT] Government. +3 [icon:YIELD_CULTURE] in the Capital for every Town.,+1 Combat Strength for Infantry Units for every Tradition slotted in the Government. +3 Culture in the Capital for every Town.
TRADITION_RUONG_LANG_XA_I,Ruộng Làng Xã I,Tradition,"+1 [icon:YIELD_FOOD] on Farms, Plantations, and Fortifications in [icon:YIELD_TOWNS] [TIP:LOC_PEDIA_CONCEPTS_TOWN_TOOLTIP]Towns[/TIP] in [icon:CITY_UNIMPROVED] Tropical Terrain. +5 [icon:NAR_REW_COMBAT] [TIP:LOC_PEDIA_CONCEPTS_COMBAT_STRENGTH_TOOLTIP]Combat Strength[/TIP] for [icon:CITY_FORTIFIED] [TIP:LOC_PEDIA_CONCEPTS_FORTIFIED_DISTRICTS_TOOLTIP]Fortified Districts[/TIP] and Land Units in friendly territory.","+1 Food on Farms, Plantations, and Fortifications in Towns in Tropical Terrain. +5 Combat Strength for Fortified Districts and Land Units in friendly territory."
TRADITION_RUONG_LANG_XA_II,Ruộng Làng Xã II,Tradition,"+2 [icon:YIELD_FOOD] on Farms, Plantations, and Fortifications in [icon:YIELD_TOWNS] [TIP:LOC_PEDIA_CONCEPTS_TOWN_TOOLTIP]Towns[/TIP] in [icon:CITY_UNIMPROVED] Tropical Terrain. +5 [icon:NAR_REW_COMBAT] [TIP:LOC_PEDIA_CONCEPTS_COMBAT_STRENGTH_TOOLTIP]Combat Strength[/TIP] for [icon:CITY_FORTIFIED] [TIP:LOC_PEDIA_CONCEPTS_FORTIFIED_DISTRICTS_TOOLTIP]Fortified Districts[/TIP] and Land Units in friendly territory.","+2 Food on Farms, Plantations, and Fortifications in Towns in Tropical Terrain. +5 Combat Strength for Fortified Districts and Land Units in friendly territory."
TRADITION_RUSSIA_SYNCRETISM_ANTIQUITY,Skazki I,Tradition,+2 [icon:YIELD_CULTURE] on [icon:WONDER] [TIP:LOC_PEDIA_CONCEPTS_WONDERS_TOOLTIP]Wonders[/TIP]. +2 [icon:YIELD_SCIENCE] on [icon:WONDER] Wonders in Tundra.,+2 Culture on Wonders. +2 Science on Wonders in Tundra.
TRADITION_RUSSIA_SYNCRETISM_EXPLORATION,Skazki II,Tradition,+3 [icon:YIELD_CULTURE] on [icon:WONDER] [TIP:LOC_PEDIA_CONCEPTS_WONDERS_TOOLTIP]Wonders[/TIP]. +3 [icon:YIELD_SCIENCE] on [icon:WONDER] Wonders in Tundra.,+3 Culture on Wonders. +3 Science on Wonders in Tundra.
TRADITION_SAGARMATHA,Sagarmatha,Tradition,[icon:YIELD_FOOD] Food and [icon:YIELD_SCIENCE] Science [TIP:LOC_PEDIA_CONCEPTS_BUILDINGS_TOOLTIP]Buildings[/TIP] receive an Adjacency from [icon:CITY_UNIMPROVED] Mountains.,Food and Science Buildings receive an Adjacency from Mountains.
TRADITION_SAKDINA,Sakdina,Tradition,+2 [icon:YIELD_HAPPINESS] and +2 [icon:YIELD_DIPLOMACY] in [icon:YIELD_CITIES] [TIP:LOC_PEDIA_CONCEPTS_CITIES_TOOLTIP]Cities[/TIP] for each [icon:CITYSTATE] [TIP:LOC_PEDIA_CONCEPTS_CITY_STATE_TOOLTIP]City-State[/TIP] you are [TIP:LOC_PEDIA_CONCEPTS_SUZERAIN_TOOLTIP]Suzerain[/TIP] of.,+2 Happiness and +2 Influence in Cities for each City-State you are Suzerain of.
TRADITION_SALES_AND_TRADE_I,Sales and Trade I,Tradition,+1 [icon:YIELD_GOLD] and [icon:YIELD_SCIENCE] for each [icon:RADIAL_RESOURCES] [TIP:LOC_PEDIA_CONCEPTS_RESOURCES_TOOLTIP]Resource[/TIP] assigned to [icon:YIELD_CITIES] [TIP:LOC_PEDIA_CONCEPTS_CITIES_TOOLTIP]Cities[/TIP] with at least 5 [icon:SPECIALIST] [TIP:LOC_PEDIA_CONCEPTS_SPECIALIST_TOOLTIP]Specialists[/TIP].,+1 Gold and Science for each Resource assigned to Cities with at least 5 Specialists.
TRADITION_SALES_AND_TRADE_II,Sales and Trade II,Tradition,+2 [icon:YIELD_GOLD] and [icon:YIELD_SCIENCE] for each [icon:RADIAL_RESOURCES] [TIP:LOC_PEDIA_CONCEPTS_RESOURCES_TOOLTIP]Resource[/TIP] assigned to [icon:YIELD_CITIES] [TIP:LOC_PEDIA_CONCEPTS_CITIES_TOOLTIP]Cities[/TIP] with at least 5 [icon:SPECIALIST] [TIP:LOC_PEDIA_CONCEPTS_SPECIALIST_TOOLTIP]Specialists[/TIP].,+2 Gold and Science for each Resource assigned to Cities with at least 5 Specialists.
TRADITION_SAN_LAK_MUEANG_I,San Lak Mueang I,Tradition,+1 [icon:YIELD_DIPLOMACY] from Gold [TIP:LOC_PEDIA_CONCEPTS_BUILDINGS_TOOLTIP]Buildings[/TIP].,+1 Influence from Gold Buildings.
TRADITION_SAN_LAK_MUEANG_II,San Lak Mueang II,Tradition,+2 [icon:YIELD_DIPLOMACY] from Gold [TIP:LOC_PEDIA_CONCEPTS_BUILDINGS_TOOLTIP]Buildings[/TIP].,+2 Influence from Gold Buildings.
TRADITION_SCHOLARS,Scholars,Policy,+1 [icon:YIELD_SCIENCE] from [icon:SPECIALIST] [TIP:LOC_PEDIA_CONCEPTS_SPECIALIST_TOOLTIP]Specialists[/TIP]. +1 [icon:YIELD_HAPPINESS] [TIP:LOC_PEDIA_CONCEPTS_MAINTENANCE_TOOLTIP]Maintenance[/TIP] on [icon:SPECIALIST] [TIP:LOC_PEDIA_CONCEPTS_SPECIALIST_TOOLTIP]Specialists[/TIP].,+1 Science from Specialists. +1 Happiness Maintenance on Specialists.
TRADITION_SCORCHED_EARTH,Scorched Earth,Policy,+3 [icon:NAR_REW_COMBAT] [TIP:LOC_PEDIA_CONCEPTS_COMBAT_STRENGTH_TOOLTIP]Combat Strength[/TIP] for all Units when attacking. [TIP:LOC_PEDIA_CONCEPTS_LAND_UNITS_TOOLTIP]Land Units[/TIP] gain +25% yields and HP from [icon:Action_Pillage] Pillaging.,+3 Combat Strength for all Units when attacking. Land Units gain +25% yields and HP from Pillaging.
TRADITION_SEDEF_KAKMA_I,Sedef Kakma I,Tradition,+3 [icon:YIELD_CULTURE] Culture on [icon:CITY_UNIQUE_QUARTER] [TIP:LOC_PEDIA_CONCEPTS_DISTRICT_TOOLTIP]Quarters[/TIP] with at least 1 [icon:YIELD_HAPPINESS] Happiness [TIP:LOC_PEDIA_CONCEPTS_BUILDINGS_TOOLTIP]Building[/TIP]. +3 [icon:YIELD_HAPPINESS] Happiness on [icon:CITY_UNIQUE_QUARTER] [TIP:LOC_PEDIA_CONCEPTS_DISTRICT_TOOLTIP]Quarters[/TIP] with at least 1 [icon:YIELD_CULTURE] Culture [TIP:LOC_PEDIA_CONCEPTS_BUILDINGS_TOOLTIP]Building[/TIP].,+3 Culture on Quarters with at least 1 Happiness Building. +3 Happiness on Quarters with at least 1 Culture Building.
TRADITION_SEDEF_KAKMA_II,Sedef Kakma II,Tradition,+5 [icon:YIELD_CULTURE] Culture on [icon:CITY_UNIQUE_QUARTER] [TIP:LOC_PEDIA_CONCEPTS_DISTRICT_TOOLTIP]Quarters[/TIP] with at least 1 [icon:YIELD_HAPPINESS] Happiness [TIP:LOC_PEDIA_CONCEPTS_BUILDINGS_TOOLTIP]Building[/TIP]. +5 [icon:YIELD_HAPPINESS] Happiness on [icon:CITY_UNIQUE_QUARTER] [TIP:LOC_PEDIA_CONCEPTS_DISTRICT_TOOLTIP]Quarters[/TIP] with at least 1 [icon:YIELD_CULTURE] Culture [TIP:LOC_PEDIA_CONCEPTS_BUILDINGS_TOOLTIP]Building[/TIP].,+5 Culture on Quarters with at least 1 Happiness Building. +5 Happiness on Quarters with at least 1 Culture Building.
TRADITION_SEORABEOL_I,Seorabeol I,Tradition,+1 [icon:YIELD_GOLD] Gold and [icon:YIELD_DIPLOMACY] Influence on [icon:RADIAL_RESOURCES] [TIP:LOC_PEDIA_CONCEPTS_RESOURCES_TOOLTIP]Resources[/TIP] assigned to Trade Outpost [TIP:LOC_PEDIA_CONCEPTS_TOWN_TOOLTIP]Towns[/TIP].,+1 Gold and Influence on Resources assigned to Trade Outpost Towns.
TRADITION_SEORABEOL_II,Seorabeol II,Tradition,+2 [icon:YIELD_GOLD] Gold and [icon:YIELD_DIPLOMACY] Influence on [icon:RADIAL_RESOURCES] [TIP:LOC_PEDIA_CONCEPTS_RESOURCES_TOOLTIP]Resources[/TIP] assigned to Trade Outpost [TIP:LOC_PEDIA_CONCEPTS_TOWN_TOOLTIP]Towns[/TIP].,+2 Gold and Influence on Resources assigned to Trade Outpost Towns.
TRADITION_SERVITIUM_DEBITUM,Servitium Debitum,Tradition,+1 [icon:NAR_REW_COMBAT] [TIP:LOC_PEDIA_CONCEPTS_COMBAT_STRENGTH_TOOLTIP]Combat Strength[/TIP] for [TIP:LOC_PEDIA_CONCEPTS_CAVALRY_UNITS_TOOLTIP]Cavalry Units[/TIP] for every [icon:TRADITION] [TIP:LOC_PEDIA_CONCEPTS_TRADITION_TOOLTIP]Tradition[/TIP] slotted in the [icon:GOVERNMENT] [TIP:LOC_PEDIA_CONCEPTS_GOVERNMENT_TOOLTIP]Government[/TIP]. -2 [icon:YIELD_GOLD] [TIP:LOC_PEDIA_CONCEPTS_MAINTENANCE_TOOLTIP]Maintenance[/TIP] for Cavalry Units.,+1 Combat Strength for Cavalry Units for every Tradition slotted in the Government. -2 Gold Maintenance for Cavalry Units.
TRADITION_SHAHANSHAH,Shahanshah I,Tradition,+3 [icon:NAR_REW_COMBAT] [TIP:LOC_PEDIA_CONCEPTS_COMBAT_STRENGTH_TOOLTIP]Combat Strength[/TIP] for Units in enemy territory. +5 [icon:YIELD_CULTURE] and [icon:YIELD_GOLD] for every different Civilization you have captured a [TIP:LOC_PEDIA_CONCEPTS_SETTLEMENT_TOOLTIP]Settlement[/TIP] from.,+3 Combat Strength for Units in enemy territory. +5 Culture and Gold for every different Civilization you have captured a Settlement from.
TRADITION_SHAHANSHAH_II,Shahanshah II,Tradition,+3 [icon:UNIT_COMBAT_STRENGTH] [TIP:LOC_PEDIA_CONCEPTS_COMBAT_STRENGTH_TOOLTIP]Combat Strength[/TIP] for Units fighting in enemy territory. +10 [icon:YIELD_CULTURE] and [icon:YIELD_GOLD] for every different Civilization you have captured a [TIP:LOC_PEDIA_CONCEPTS_SETTLEMENT_TOOLTIP]Settlement[/TIP] from.,+3 Combat Strength for Units fighting in enemy territory. +10 Culture and Gold for every different Civilization you have captured a Settlement from.
TRADITION_SHAWNEE_SYNCRETISM_ANTIQUITY,Strategic Gifts I,Tradition,+1 [icon:YIELD_DIPLOMACY] Influence in [icon:YIELD_CITIES] [TIP:LOC_PEDIA_CONCEPTS_CITIES_TOOLTIP]Cities[/TIP] adjacent to [TIP:LOC_PEDIA_CONCEPTS_NAVIGABLE_RIVER_TOOLTIP]Navigable Rivers[/TIP]. +2 [icon:YIELD_GOLD] Gold per [icon:CITYSTATE] [TIP:LOC_PEDIA_CONCEPTS_CITY_STATE_TOOLTIP]City-State[/TIP] you are [TIP:LOC_PEDIA_CONCEPTS_SUZERAIN_TOOLTIP]Suzerain[/TIP] of.,+1 Influence in Cities adjacent to Navigable Rivers. +2 Gold per City-State you are Suzerain of.
TRADITION_SHAWNEE_SYNCRETISM_MODERN,Strategic Gifts II,Tradition,+2 [icon:YIELD_DIPLOMACY] Influence in [icon:YIELD_CITIES] [TIP:LOC_PEDIA_CONCEPTS_CITIES_TOOLTIP]Cities[/TIP] adjacent to [TIP:LOC_PEDIA_CONCEPTS_NAVIGABLE_RIVER_TOOLTIP]Navigable Rivers[/TIP]. +4 [icon:YIELD_GOLD] Gold per [icon:CITYSTATE] [TIP:LOC_PEDIA_CONCEPTS_CITY_STATE_TOOLTIP]City-State[/TIP] you are [TIP:LOC_PEDIA_CONCEPTS_SUZERAIN_TOOLTIP]Suzerain[/TIP] of.,+2 Influence in Cities adjacent to Navigable Rivers. +4 Gold per City-State you are Suzerain of.
TRADITION_SHELL_TEMPERED_POTTERY,Shell-Tempered Pottery I,Tradition,"Food, Gold, and [icon:YIELD_WAREHOUSE] [TIP:LOC_PEDIA_CONCEPTS_WAREHOUSE_TOOLTIP]Warehouse Buildings[/TIP] receive a +1 [icon:YIELD_GOLD] Adjacency for [icon:RADIAL_RESOURCES] [TIP:LOC_PEDIA_CONCEPTS_RESOURCES_TOOLTIP]Resources[/TIP].","Food, Gold, and Warehouse Buildings receive a +1 Gold Adjacency for Resources."
TRADITION_SHELL_TEMPERED_POTTERY_II,Shell Tempered Pottery II,Tradition,All [TIP:LOC_PEDIA_CONCEPTS_BUILDINGS_TOOLTIP]Buildings[/TIP] receive a +1 [icon:YIELD_GOLD] adjacency for [icon:RADIAL_RESOURCES] [TIP:LOC_PEDIA_CONCEPTS_RESOURCES_TOOLTIP]Resources[/TIP].,All Buildings receive a +1 Gold adjacency for Resources.
TRADITION_SHUSEI_KOKUBO_I,Shusei Kokubō I,Tradition,+50% [icon:YIELD_PRODUCTION] towards Military and Science [TIP:LOC_PEDIA_CONCEPTS_BUILDINGS_TOOLTIP]Buildings[/TIP].,+50% Production towards Military and Science Buildings.
